platform,category,amount,transaction_type,location,hour,is_peak,is_urban,fee,speed_seconds,success,flagged
NMB Bank,bank,14800.0,Salary Payment,Zanzibar,17,1,0,1000,31,1,0
Bank Transfers (TIPS/EFT),bank,165100.0,Mobile Money Transfer,Zanzibar,19,1,0,1500,47,1,0
Mixx by Yas,mobile,47900.0,Airtime/Bundles,Zanzibar,12,1,0,326,25,1,0
TTCL Pesa,mobile,13800.0,Mobile Money Transfer,Arusha,17,1,1,200,29,1,0
AzamPay/Selcom,aggregator,298800.0,Mobile Money Transfer,Arusha,1,0,1,1793,20,1,0
Bank Transfers (TIPS/EFT),bank,28100.0,Merchant Payment,Dar es Salaam,15,0,1,1500,45,1,0
Mixx by Yas,mobile,69200.0,Airtime/Bundles,Dar es Salaam,15,0,1,471,18,1,0
NBC Bank,bank,4300.0,Salary Payment,Mbeya,22,0,0,1000,30,1,0
M-PESA,mobile,34900.0,Mobile Money Transfer,Dar es Salaam,22,0,1,230,16,1,0
CRDB Bank,bank,25300.0,Merchant Payment,Arusha,13,1,1,1000,30,1,0
TTCL Pesa,mobile,20200.0,Salary Payment,Iringa,2,0,0,200,26,1,0
Airtel Money,mobile,9400.0,Salary Payment,Mbeya,7,1,0,200,24,1,0
Bank Transfers (TIPS/EFT),bank,19200.0,Airtime/Bundles,Tanga,7,1,0,1500,51,1,0
AzamPay/Selcom,aggregator,87500.0,Airtime/Bundles,Mwanza,8,1,1,525,23,1,0
NMB Bank,bank,11900.0,Bill Payment,Zanzibar,2,0,0,1000,27,1,0
NBC Bank,bank,16800.0,Merchant Payment,Dar es Salaam,9,0,1,1000,30,1,0
TTCL Pesa,mobile,5200.0,Mobile Money Transfer,Mwanza,7,1,1,200,31,1,0
NBC Bank,bank,37500.0,Merchant Payment,Dar es Salaam,12,1,1,1000,28,1,0
Mixx by Yas,mobile,26700.0,Airtime/Bundles,Morogoro,2,0,0,200,20,1,0
NBC Bank,bank,102900.0,Mobile Money Transfer,Arusha,15,0,1,1000,29,1,0
TTCL Pesa,mobile,16200.0,Bill Payment,Mwanza,2,0,1,200,25,1,0
NMB Bank,bank,18500.0,Merchant Payment,Iringa,4,0,0,1000,29,1,0
NBC Bank,bank,43500.0,Mobile Money Transfer,Iringa,21,0,0,1000,30,1,0
NMB Bank,bank,80700.0,Mobile Money Transfer,Zanzibar,2,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,59700.0,Salary Payment,Mbeya,17,1,0,1500,52,1,0
TTCL Pesa,mobile,162800.0,Mobile Money Transfer,Kigoma,13,1,0,1221,24,1,0
M-PESA,mobile,33700.0,Airtime/Bundles,Mwanza,9,0,1,222,15,1,0
NBC Bank,bank,14900.0,Merchant Payment,Mwanza,20,1,1,1000,33,1,0
TTCL Pesa,mobile,52100.0,Merchant Payment,Iringa,18,1,0,391,27,1,0
Mixx by Yas,mobile,17200.0,Mobile Money Transfer,Mbeya,7,1,0,200,18,1,0
Mixx by Yas,mobile,160300.0,Airtime/Bundles,Arusha,21,0,1,1090,18,1,0
CRDB Bank,bank,18900.0,Mobile Money Transfer,Zanzibar,13,1,0,1000,25,1,0
NMB Bank,bank,21700.0,Airtime/Bundles,Tanga,17,1,0,1000,28,1,0
M-PESA,mobile,56900.0,Bank Transfer,Tanga,0,0,0,376,15,1,0
NMB Bank,bank,2700.0,Merchant Payment,Iringa,14,0,0,1000,29,1,0
NBC Bank,bank,584200.0,Merchant Payment,Morogoro,20,1,0,2570,35,1,0
Airtel Money,mobile,13900.0,Bill Payment,Dar es Salaam,15,0,1,200,22,1,0
Mixx by Yas,mobile,191600.0,Bank Transfer,Mbeya,2,0,0,1303,19,1,0
CRDB Bank,bank,15400.0,Bank Transfer,Mwanza,21,0,1,1000,26,1,0
Mixx by Yas,mobile,15900.0,Salary Payment,Dar es Salaam,11,0,1,200,18,1,0
NBC Bank,bank,86300.0,Bank Transfer,Dodoma,11,0,0,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,22600.0,Merchant Payment,Iringa,0,0,0,1500,47,1,0
Mixx by Yas,mobile,7300.0,Mobile Money Transfer,Mwanza,21,0,1,200,20,1,0
Halo-Pesa,mobile,28100.0,Salary Payment,Dodoma,3,0,0,202,24,1,0
CRDB Bank,bank,6700.0,Mobile Money Transfer,Morogoro,5,0,0,1000,27,1,0
NMB Bank,bank,33100.0,Bank Transfer,Morogoro,21,0,0,1000,29,1,0
Mixx by Yas,mobile,36100.0,Airtime/Bundles,Arusha,3,0,1,245,20,1,0
Mixx by Yas,mobile,44200.0,Airtime/Bundles,Mbeya,11,0,0,301,18,1,0
AzamPay/Selcom,aggregator,39700.0,Merchant Payment,Tanga,12,1,0,300,27,1,0
Halo-Pesa,mobile,113700.0,Merchant Payment,Kigoma,16,0,0,819,22,1,0
Airtel Money,mobile,106800.0,Salary Payment,Tanga,13,1,0,748,22,1,0
TTCL Pesa,mobile,182900.0,Salary Payment,Iringa,3,0,0,1372,25,1,0
Airtel Money,mobile,28100.0,Salary Payment,Arusha,20,1,1,200,20,0,0
NMB Bank,bank,106600.0,Salary Payment,Morogoro,15,0,0,1000,28,1,1
CRDB Bank,bank,41600.0,Salary Payment,Kigoma,0,0,0,1000,27,1,0
TTCL Pesa,mobile,282200.0,Airtime/Bundles,Dodoma,5,0,0,2116,24,1,0
Mixx by Yas,mobile,16300.0,Merchant Payment,Mbeya,4,0,0,200,20,1,0
Mixx by Yas,mobile,32100.0,Salary Payment,Arusha,22,0,1,218,18,1,0
Halo-Pesa,mobile,80100.0,Bill Payment,Morogoro,13,1,0,577,26,1,0
NMB Bank,bank,41300.0,Airtime/Bundles,Morogoro,10,0,0,1000,27,1,0
Airtel Money,mobile,56700.0,Airtime/Bundles,Morogoro,8,1,0,397,20,0,0
AzamPay/Selcom,aggregator,11300.0,Merchant Payment,Dar es Salaam,23,0,1,300,21,1,0
M-PESA,mobile,62600.0,Airtime/Bundles,Mbeya,23,0,0,413,15,1,0
NBC Bank,bank,40000.0,Bank Transfer,Dar es Salaam,1,0,1,1000,30,1,0
Bank Transfers (TIPS/EFT),bank,4600.0,Salary Payment,Morogoro,21,0,0,1500,45,1,0
Airtel Money,mobile,86500.0,Merchant Payment,Dodoma,5,0,0,606,20,0,0
TTCL Pesa,mobile,40300.0,Bank Transfer,Dodoma,7,1,0,302,26,1,0
M-PESA,mobile,13100.0,Airtime/Bundles,Iringa,18,1,0,200,17,1,0
AzamPay/Selcom,aggregator,730200.0,Airtime/Bundles,Dar es Salaam,21,0,1,4381,20,1,0
Halo-Pesa,mobile,49700.0,Salary Payment,Mbeya,10,0,0,358,24,1,0
Bank Transfers (TIPS/EFT),bank,20900.0,Salary Payment,Arusha,14,0,1,1500,47,1,0
Bank Transfers (TIPS/EFT),bank,127100.0,Mobile Money Transfer,Mwanza,11,0,1,1500,47,1,0
Halo-Pesa,mobile,24800.0,Bill Payment,Morogoro,21,0,0,200,23,1,0
AzamPay/Selcom,aggregator,621500.0,Airtime/Bundles,Iringa,20,1,0,3729,23,1,0
CRDB Bank,bank,49000.0,Salary Payment,Zanzibar,22,0,0,1000,26,1,0
AzamPay/Selcom,aggregator,20300.0,Bank Transfer,Zanzibar,23,0,0,300,22,1,0
Bank Transfers (TIPS/EFT),bank,14100.0,Airtime/Bundles,Mbeya,3,0,0,1500,46,1,0
Mixx by Yas,mobile,65400.0,Airtime/Bundles,Zanzibar,13,1,0,445,21,0,0
Airtel Money,mobile,166000.0,Merchant Payment,Morogoro,22,0,0,1162,21,1,0
M-PESA,mobile,19400.0,Mobile Money Transfer,Morogoro,8,1,0,200,21,1,0
CRDB Bank,bank,13100.0,Merchant Payment,Iringa,23,0,0,1000,27,1,0
TTCL Pesa,mobile,81500.0,Merchant Payment,Morogoro,4,0,0,611,25,1,0
TTCL Pesa,mobile,77800.0,Mobile Money Transfer,Dar es Salaam,11,0,1,584,25,1,0
M-PESA,mobile,17200.0,Salary Payment,Mbeya,20,1,0,200,20,1,0
NBC Bank,bank,73300.0,Salary Payment,Morogoro,14,0,0,1000,30,1,0
NBC Bank,bank,53500.0,Bank Transfer,Arusha,11,0,1,1000,29,1,0
Halo-Pesa,mobile,27200.0,Airtime/Bundles,Zanzibar,13,1,0,200,23,1,0
NMB Bank,bank,28400.0,Airtime/Bundles,Dar es Salaam,5,0,1,1000,29,1,0
Halo-Pesa,mobile,52100.0,Airtime/Bundles,Mwanza,13,1,1,375,26,1,0
Mixx by Yas,mobile,13300.0,Mobile Money Transfer,Dar es Salaam,3,0,1,200,19,1,0
NBC Bank,bank,60000.0,Airtime/Bundles,Mbeya,13,1,0,1000,34,1,0
Airtel Money,mobile,16900.0,Bank Transfer,Kigoma,2,0,0,200,22,1,0
NBC Bank,bank,13400.0,Airtime/Bundles,Iringa,16,0,0,1000,30,1,0
Bank Transfers (TIPS/EFT),bank,14500.0,Mobile Money Transfer,Kigoma,19,1,0,1500,46,1,0
NMB Bank,bank,63400.0,Mobile Money Transfer,Zanzibar,21,0,0,1000,27,1,0
AzamPay/Selcom,aggregator,66300.0,Salary Payment,Mwanza,13,1,1,398,22,1,0
CRDB Bank,bank,197100.0,Bill Payment,Zanzibar,19,1,0,1000,31,1,0
Mixx by Yas,mobile,13200.0,Airtime/Bundles,Tanga,23,0,0,200,19,1,0
M-PESA,mobile,25300.0,Bank Transfer,Zanzibar,13,1,0,200,15,1,0
NBC Bank,bank,16300.0,Bank Transfer,Morogoro,6,0,0,1000,30,1,0
Halo-Pesa,mobile,76900.0,Bank Transfer,Dar es Salaam,0,0,1,554,23,1,0
Bank Transfers (TIPS/EFT),bank,14200.0,Bank Transfer,Kigoma,10,0,0,1500,47,1,0
AzamPay/Selcom,aggregator,91000.0,Merchant Payment,Kigoma,7,1,0,546,26,1,0
Bank Transfers (TIPS/EFT),bank,7800.0,Merchant Payment,Dar es Salaam,10,0,1,1500,46,1,0
TTCL Pesa,mobile,155700.0,Salary Payment,Morogoro,20,1,0,1168,29,1,0
Bank Transfers (TIPS/EFT),bank,12900.0,Salary Payment,Dodoma,15,0,0,1500,46,1,0
Airtel Money,mobile,64800.0,Merchant Payment,Dodoma,1,0,0,454,22,1,0
AzamPay/Selcom,aggregator,68400.0,Bank Transfer,Iringa,23,0,0,410,21,1,0
NMB Bank,bank,11300.0,Bank Transfer,Tanga,15,0,0,1000,29,1,0
Airtel Money,mobile,30600.0,Mobile Money Transfer,Morogoro,21,0,0,214,21,1,0
Mixx by Yas,mobile,110000.0,Airtime/Bundles,Morogoro,19,1,0,748,18,1,0
M-PESA,mobile,250000.0,Merchant Payment,Tanga,2,0,0,1650,17,1,0
TTCL Pesa,mobile,62500.0,Salary Payment,Iringa,2,0,0,469,25,1,0
NBC Bank,bank,61600.0,Mobile Money Transfer,Arusha,21,0,1,1000,30,1,0
Halo-Pesa,mobile,11000.0,Airtime/Bundles,Mbeya,18,1,0,200,23,1,0
M-PESA,mobile,9500.0,Merchant Payment,Kigoma,19,1,0,200,16,1,0
Halo-Pesa,mobile,24000.0,Merchant Payment,Arusha,11,0,1,200,24,1,0
Airtel Money,mobile,133200.0,Bank Transfer,Kigoma,18,1,0,932,22,1,0
NMB Bank,bank,47800.0,Airtime/Bundles,Zanzibar,14,0,0,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,61100.0,Bank Transfer,Mbeya,0,0,0,1500,46,1,0
M-PESA,mobile,3800.0,Mobile Money Transfer,Zanzibar,18,1,0,200,21,1,0
Halo-Pesa,mobile,91700.0,Mobile Money Transfer,Zanzibar,17,1,0,660,25,0,0
Mixx by Yas,mobile,254300.0,Salary Payment,Zanzibar,23,0,0,1729,20,1,0
Mixx by Yas,mobile,33200.0,Mobile Money Transfer,Dodoma,20,1,0,226,24,1,0
Airtel Money,mobile,7500.0,Airtime/Bundles,Iringa,5,0,0,200,21,1,0
Halo-Pesa,mobile,67400.0,Bill Payment,Arusha,10,0,1,485,23,1,0
AzamPay/Selcom,aggregator,71900.0,Mobile Money Transfer,Kigoma,7,1,0,431,26,1,0
Airtel Money,mobile,53400.0,Bill Payment,Zanzibar,10,0,0,374,22,1,0
TTCL Pesa,mobile,32600.0,Merchant Payment,Mbeya,17,1,0,244,26,1,0
M-PESA,mobile,1228100.0,Merchant Payment,Dar es Salaam,6,0,1,7000,16,1,0
TTCL Pesa,mobile,8900.0,Airtime/Bundles,Tanga,11,0,0,200,25,1,0
Mixx by Yas,mobile,17900.0,Merchant Payment,Tanga,17,1,0,200,19,1,0
Mixx by Yas,mobile,21800.0,Salary Payment,Morogoro,7,1,0,200,21,1,0
Bank Transfers (TIPS/EFT),bank,18700.0,Bill Payment,Morogoro,21,0,0,1500,47,1,0
CRDB Bank,bank,13100.0,Airtime/Bundles,Arusha,11,0,1,1000,27,1,0
M-PESA,mobile,74600.0,Mobile Money Transfer,Mwanza,5,0,1,492,15,1,0
Mixx by Yas,mobile,19100.0,Salary Payment,Tanga,12,1,0,200,23,1,0
M-PESA,mobile,125800.0,Salary Payment,Arusha,8,1,1,830,18,1,0
TTCL Pesa,mobile,18200.0,Salary Payment,Zanzibar,20,1,0,200,31,1,0
CRDB Bank,bank,60900.0,Merchant Payment,Mwanza,20,1,1,1000,29,1,0
AzamPay/Selcom,aggregator,35700.0,Merchant Payment,Zanzibar,23,0,0,300,20,1,0
Airtel Money,mobile,91400.0,Merchant Payment,Dodoma,9,0,0,640,20,1,0
AzamPay/Selcom,aggregator,46900.0,Salary Payment,Tanga,18,1,0,300,23,1,0
CRDB Bank,bank,2500.0,Bank Transfer,Mwanza,7,1,1,1000,32,1,0
NMB Bank,bank,25600.0,Salary Payment,Dodoma,17,1,0,1000,32,1,0
Airtel Money,mobile,22500.0,Bill Payment,Arusha,8,1,1,200,25,1,0
Bank Transfers (TIPS/EFT),bank,95600.0,Bill Payment,Zanzibar,10,0,0,1500,46,1,0
Mixx by Yas,mobile,198200.0,Merchant Payment,Tanga,12,1,0,1348,25,0,0
NBC Bank,bank,62600.0,Merchant Payment,Morogoro,1,0,0,1000,28,1,0
TTCL Pesa,mobile,87300.0,Salary Payment,Mbeya,10,0,0,655,25,1,0
Bank Transfers (TIPS/EFT),bank,55200.0,Bill Payment,Tanga,14,0,0,1500,47,1,0
AzamPay/Selcom,aggregator,37500.0,Merchant Payment,Dodoma,3,0,0,300,20,1,0
M-PESA,mobile,14200.0,Mobile Money Transfer,Arusha,12,1,1,200,20,1,0
NBC Bank,bank,55400.0,Bill Payment,Morogoro,13,1,0,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,152200.0,Airtime/Bundles,Iringa,4,0,0,1500,46,1,0
Bank Transfers (TIPS/EFT),bank,27700.0,Airtime/Bundles,Dar es Salaam,11,0,1,1500,45,1,0
Bank Transfers (TIPS/EFT),bank,62900.0,Bank Transfer,Iringa,2,0,0,1500,47,1,0
Airtel Money,mobile,42900.0,Bank Transfer,Mbeya,18,1,0,300,24,1,0
CRDB Bank,bank,17800.0,Airtime/Bundles,Mbeya,20,1,0,1000,29,1,0
CRDB Bank,bank,53300.0,Mobile Money Transfer,Iringa,3,0,0,1000,25,1,0
Halo-Pesa,mobile,25900.0,Mobile Money Transfer,Dodoma,6,0,0,200,22,1,0
NBC Bank,bank,13200.0,Mobile Money Transfer,Arusha,11,0,1,1000,29,1,0
NMB Bank,bank,370500.0,Merchant Payment,Kigoma,18,1,0,1556,33,1,0
Halo-Pesa,mobile,26700.0,Mobile Money Transfer,Iringa,9,0,0,200,24,1,0
Bank Transfers (TIPS/EFT),bank,50400.0,Bank Transfer,Mwanza,12,1,1,1500,46,1,0
NBC Bank,bank,9900.0,Merchant Payment,Kigoma,4,0,0,1000,29,1,0
Airtel Money,mobile,32300.0,Merchant Payment,Tanga,23,0,0,226,22,1,0
NBC Bank,bank,8100.0,Merchant Payment,Kigoma,21,0,0,1000,30,1,0
NMB Bank,bank,22600.0,Salary Payment,Mwanza,6,0,1,1000,28,1,0
Bank Transfers (TIPS/EFT),bank,97400.0,Bank Transfer,Iringa,20,1,0,1500,50,1,0
Mixx by Yas,mobile,127900.0,Bank Transfer,Zanzibar,20,1,0,870,23,1,0
CRDB Bank,bank,27900.0,Bank Transfer,Mbeya,6,0,0,1000,25,1,0
AzamPay/Selcom,aggregator,1180700.0,Bank Transfer,Iringa,2,0,0,7084,21,1,0
M-PESA,mobile,8900.0,Merchant Payment,Kigoma,10,0,0,200,15,1,0
NBC Bank,bank,345300.0,Bill Payment,Dodoma,13,1,0,1519,30,1,0
NMB Bank,bank,37000.0,Salary Payment,Dar es Salaam,0,0,1,1000,29,1,0
NBC Bank,bank,82800.0,Bank Transfer,Mbeya,17,1,0,1000,30,1,0
TTCL Pesa,mobile,40600.0,Bill Payment,Mbeya,7,1,0,304,31,1,0
Airtel Money,mobile,34900.0,Merchant Payment,Mwanza,4,0,1,244,21,1,0
Mixx by Yas,mobile,31700.0,Salary Payment,Dar es Salaam,9,0,1,216,20,1,0
Mixx by Yas,mobile,94300.0,Bank Transfer,Kigoma,19,1,0,641,19,1,0
Halo-Pesa,mobile,28100.0,Bill Payment,Kigoma,9,0,0,202,22,1,0
NBC Bank,bank,30600.0,Bank Transfer,Morogoro,14,0,0,1000,30,1,0
TTCL Pesa,mobile,16700.0,Bank Transfer,Dodoma,20,1,0,200,30,1,0
NBC Bank,bank,30500.0,Bill Payment,Iringa,0,0,0,1000,29,1,0
AzamPay/Selcom,aggregator,7300.0,Merchant Payment,Kigoma,20,1,0,300,27,1,0
AzamPay/Selcom,aggregator,7400.0,Mobile Money Transfer,Kigoma,8,1,0,300,27,1,0
M-PESA,mobile,230600.0,Merchant Payment,Iringa,0,0,0,1522,17,1,0
CRDB Bank,bank,25300.0,Bank Transfer,Morogoro,8,1,0,1000,28,1,0
NMB Bank,bank,27500.0,Merchant Payment,Dodoma,19,1,0,1000,30,1,0
Halo-Pesa,mobile,50000.0,Merchant Payment,Mwanza,22,0,1,360,24,1,0
NMB Bank,bank,46400.0,Mobile Money Transfer,Tanga,10,0,0,1000,28,1,0
AzamPay/Selcom,aggregator,29700.0,Bill Payment,Tanga,0,0,0,300,22,1,0
M-PESA,mobile,22600.0,Merchant Payment,Zanzibar,16,0,0,200,16,1,0
Mixx by Yas,mobile,515600.0,Merchant Payment,Mbeya,17,1,0,3506,21,1,0
NMB Bank,bank,21600.0,Mobile Money Transfer,Zanzibar,3,0,0,1000,29,1,0
CRDB Bank,bank,28400.0,Mobile Money Transfer,Kigoma,19,1,0,1000,29,1,0
Mixx by Yas,mobile,13900.0,Bill Payment,Mwanza,16,0,1,200,20,1,0
CRDB Bank,bank,18500.0,Airtime/Bundles,Dodoma,6,0,0,1000,26,1,0
Airtel Money,mobile,26000.0,Bank Transfer,Dodoma,7,1,0,200,26,1,0
NMB Bank,bank,65100.0,Bank Transfer,Iringa,9,0,0,1000,27,1,0
TTCL Pesa,mobile,103900.0,Mobile Money Transfer,Tanga,9,0,0,779,24,1,0
AzamPay/Selcom,aggregator,10800.0,Bill Payment,Mwanza,3,0,1,300,20,1,0
CRDB Bank,bank,19800.0,Bill Payment,Dar es Salaam,12,1,1,1000,27,1,0
Mixx by Yas,mobile,28500.0,Bill Payment,Arusha,23,0,1,200,19,1,0
Mixx by Yas,mobile,28500.0,Salary Payment,Mbeya,12,1,0,200,20,1,0
Bank Transfers (TIPS/EFT),bank,92100.0,Airtime/Bundles,Iringa,0,0,0,1500,45,1,0
M-PESA,mobile,3100.0,Airtime/Bundles,Mwanza,10,0,1,200,16,1,0
Halo-Pesa,mobile,41300.0,Bill Payment,Mwanza,17,1,1,297,25,1,0
Mixx by Yas,mobile,18500.0,Merchant Payment,Kigoma,18,1,0,200,21,1,0
NBC Bank,bank,184700.0,Salary Payment,Zanzibar,16,0,0,1000,30,1,0
Airtel Money,mobile,55000.0,Merchant Payment,Mwanza,18,1,1,385,27,1,0
NBC Bank,bank,52800.0,Bank Transfer,Mbeya,14,0,0,1000,29,1,0
Halo-Pesa,mobile,28700.0,Mobile Money Transfer,Arusha,15,0,1,207,22,1,0
CRDB Bank,bank,217400.0,Bank Transfer,Dar es Salaam,15,0,1,1000,25,1,0
NMB Bank,bank,31200.0,Bank Transfer,Mwanza,8,1,1,1000,29,1,0
Mixx by Yas,mobile,23400.0,Merchant Payment,Dar es Salaam,15,0,1,200,19,0,0
Halo-Pesa,mobile,108300.0,Merchant Payment,Arusha,12,1,1,780,25,1,0
NMB Bank,bank,24300.0,Salary Payment,Kigoma,19,1,0,1000,29,1,0
TTCL Pesa,mobile,51000.0,Mobile Money Transfer,Tanga,5,0,0,382,25,1,0
NBC Bank,bank,83600.0,Salary Payment,Kigoma,0,0,0,1000,30,1,0
Halo-Pesa,mobile,135400.0,Merchant Payment,Mbeya,9,0,0,975,22,1,0
AzamPay/Selcom,aggregator,39600.0,Bank Transfer,Kigoma,0,0,0,300,22,1,0
Airtel Money,mobile,38800.0,Merchant Payment,Dodoma,0,0,0,272,22,1,0
CRDB Bank,bank,36100.0,Bank Transfer,Dodoma,0,0,0,1000,27,1,0
Mixx by Yas,mobile,231500.0,Merchant Payment,Dodoma,10,0,0,1574,19,1,0
Mixx by Yas,mobile,75900.0,Airtime/Bundles,Tanga,1,0,0,516,19,1,0
NMB Bank,bank,134000.0,Merchant Payment,Zanzibar,6,0,0,1000,27,1,0
M-PESA,mobile,41500.0,Airtime/Bundles,Mwanza,11,0,1,274,16,1,0
NBC Bank,bank,9500.0,Bill Payment,Dar es Salaam,16,0,1,1000,28,1,0
Halo-Pesa,mobile,88200.0,Merchant Payment,Dodoma,22,0,0,635,23,1,0
M-PESA,mobile,23600.0,Airtime/Bundles,Tanga,9,0,0,200,17,1,0
NMB Bank,bank,70700.0,Airtime/Bundles,Arusha,4,0,1,1000,29,1,0
NMB Bank,bank,1900.0,Bank Transfer,Tanga,11,0,0,1000,29,1,0
NMB Bank,bank,7500.0,Salary Payment,Zanzibar,21,0,0,1000,29,1,0
AzamPay/Selcom,aggregator,5500.0,Airtime/Bundles,Kigoma,16,0,0,300,21,1,0
M-PESA,mobile,37400.0,Airtime/Bundles,Mwanza,10,0,1,247,15,1,0
M-PESA,mobile,6100.0,Merchant Payment,Mbeya,1,0,0,200,15,1,0
Mixx by Yas,mobile,10900.0,Merchant Payment,Dodoma,20,1,0,200,24,1,0
NBC Bank,bank,19300.0,Bill Payment,Mwanza,21,0,1,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,23800.0,Bank Transfer,Morogoro,8,1,0,1500,51,1,0
Bank Transfers (TIPS/EFT),bank,52200.0,Salary Payment,Dar es Salaam,9,0,1,1500,46,1,0
NMB Bank,bank,47200.0,Mobile Money Transfer,Arusha,9,0,1,1000,28,1,0
TTCL Pesa,mobile,89300.0,Bill Payment,Arusha,17,1,1,670,27,1,0
Mixx by Yas,mobile,186900.0,Airtime/Bundles,Dar es Salaam,5,0,1,1271,19,1,0
Bank Transfers (TIPS/EFT),bank,13700.0,Airtime/Bundles,Iringa,0,0,0,1500,45,1,0
NMB Bank,bank,16900.0,Merchant Payment,Zanzibar,13,1,0,1000,29,1,0
NBC Bank,bank,109400.0,Bill Payment,Mbeya,1,0,0,1000,28,1,0
M-PESA,mobile,64400.0,Mobile Money Transfer,Morogoro,20,1,0,425,18,1,0
NBC Bank,bank,88600.0,Merchant Payment,Arusha,21,0,1,1000,30,1,0
TTCL Pesa,mobile,33900.0,Mobile Money Transfer,Tanga,21,0,0,254,24,1,0
CRDB Bank,bank,18900.0,Airtime/Bundles,Kigoma,19,1,0,1000,32,1,0
CRDB Bank,bank,33300.0,Bank Transfer,Arusha,5,0,1,1000,25,1,0
Airtel Money,mobile,61200.0,Bill Payment,Zanzibar,11,0,0,428,22,1,0
M-PESA,mobile,79100.0,Bank Transfer,Iringa,12,1,0,522,19,1,0
Mixx by Yas,mobile,126700.0,Merchant Payment,Zanzibar,0,0,0,862,19,1,0
Bank Transfers (TIPS/EFT),bank,84100.0,Airtime/Bundles,Morogoro,1,0,0,1500,45,1,0
CRDB Bank,bank,42100.0,Merchant Payment,Morogoro,12,1,0,1000,26,1,0
Mixx by Yas,mobile,88200.0,Bank Transfer,Morogoro,5,0,0,600,20,1,0
TTCL Pesa,mobile,53500.0,Bank Transfer,Zanzibar,1,0,0,401,24,1,0
NMB Bank,bank,220600.0,Merchant Payment,Morogoro,11,0,0,1000,28,1,0
TTCL Pesa,mobile,222700.0,Bill Payment,Mbeya,11,0,0,1670,25,0,0
NBC Bank,bank,78000.0,Salary Payment,Dar es Salaam,20,1,1,1000,34,1,0
AzamPay/Selcom,aggregator,10000.0,Bill Payment,Zanzibar,11,0,0,300,22,1,0
Bank Transfers (TIPS/EFT),bank,21300.0,Airtime/Bundles,Arusha,5,0,1,1500,47,1,0
Mixx by Yas,mobile,45800.0,Merchant Payment,Tanga,10,0,0,311,20,1,0
TTCL Pesa,mobile,6300.0,Bill Payment,Dodoma,4,0,0,200,24,1,0
Halo-Pesa,mobile,1800.0,Airtime/Bundles,Mbeya,9,0,0,200,23,1,0
M-PESA,mobile,6800.0,Bank Transfer,Dar es Salaam,9,0,1,200,16,1,0
CRDB Bank,bank,4400.0,Salary Payment,Mbeya,17,1,0,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,17800.0,Airtime/Bundles,Dodoma,11,0,0,1500,45,1,0
Bank Transfers (TIPS/EFT),bank,71100.0,Bank Transfer,Mwanza,12,1,1,1500,47,1,0
Airtel Money,mobile,114700.0,Merchant Payment,Mwanza,0,0,1,803,20,1,0
Mixx by Yas,mobile,63500.0,Bill Payment,Zanzibar,12,1,0,432,18,1,0
Airtel Money,mobile,60400.0,Merchant Payment,Dar es Salaam,19,1,1,423,20,1,0
AzamPay/Selcom,aggregator,26900.0,Salary Payment,Iringa,22,0,0,300,22,1,0
Halo-Pesa,mobile,51700.0,Merchant Payment,Arusha,10,0,1,372,22,1,0
Airtel Money,mobile,11200.0,Salary Payment,Dodoma,14,0,0,200,20,1,0
Airtel Money,mobile,118700.0,Airtime/Bundles,Iringa,16,0,0,831,21,1,0
NBC Bank,bank,181800.0,Bill Payment,Kigoma,12,1,0,1000,34,1,0
Mixx by Yas,mobile,26100.0,Mobile Money Transfer,Iringa,3,0,0,200,19,1,0
CRDB Bank,bank,82200.0,Airtime/Bundles,Dodoma,18,1,0,1000,28,1,0
CRDB Bank,bank,5600.0,Bill Payment,Mbeya,12,1,0,1000,29,1,0
M-PESA,mobile,24900.0,Merchant Payment,Tanga,23,0,0,200,17,1,0
Mixx by Yas,mobile,168700.0,Bill Payment,Mbeya,23,0,0,1147,18,1,0
NBC Bank,bank,24300.0,Merchant Payment,Dar es Salaam,11,0,1,1000,28,1,0
NBC Bank,bank,334500.0,Merchant Payment,Mwanza,12,1,1,1472,34,1,0
TTCL Pesa,mobile,14700.0,Mobile Money Transfer,Arusha,8,1,1,200,28,1,0
Airtel Money,mobile,20900.0,Mobile Money Transfer,Arusha,11,0,1,200,20,1,0
Halo-Pesa,mobile,70600.0,Bill Payment,Kigoma,21,0,0,508,24,1,0
AzamPay/Selcom,aggregator,38300.0,Salary Payment,Zanzibar,5,0,0,300,21,0,0
M-PESA,mobile,109400.0,Bill Payment,Morogoro,20,1,0,722,21,1,0
Airtel Money,mobile,10900.0,Salary Payment,Arusha,8,1,1,200,26,1,0
M-PESA,mobile,181500.0,Bill Payment,Dodoma,11,0,0,1198,15,1,0
CRDB Bank,bank,55100.0,Merchant Payment,Dodoma,0,0,0,1000,25,1,0
NMB Bank,bank,36500.0,Mobile Money Transfer,Iringa,4,0,0,1000,29,1,0
AzamPay/Selcom,aggregator,6600.0,Mobile Money Transfer,Dar es Salaam,9,0,1,300,20,1,0
NBC Bank,bank,70000.0,Bill Payment,Dodoma,10,0,0,1000,28,1,0
